# Systematic 1-in-1000 sample of the campaign's LLM call log.
# Multiply any aggregate here by 1000 to recover the campaign figure.
#
#   generation calls    13,272,000
#   correction calls     3,540,000
#   total calls         16,812,000
#   list price        $      434,801
#   after batch       $      311,880
#   waived by credit  $      310,942
#   charged in cash   $          938
#
# billing_mode is how the call was sent (batch / sync / local).
# billing_waived is 1 when a promotional or trial allocation covered the charge,
# in which case cost_usd is 0 and cost_usd_notional records what the call would
# otherwise have cost. It is 0 for the cloud calls issued before the three
# allocations were activated, which carry their charge in cost_usd, and for the
# locally served models, which cost nothing in every column.
# vendor names the account the call was billed to.
call_id,timestamp,model,provider,vendor,serving_backend,strategy,phase,repo_id,qualified_name,agent,attempt,prompt_tokens,completion_tokens,total_tokens,latency_ms,billing_mode,billing_waived,unit_price_in_per_mtok,unit_price_out_per_mtok,cost_usd_list,cost_usd_notional,cost_usd,interpreter_tokens,developer_tokens,classifier_tokens,classifier_score
c00012240,2025-05-08T23:19:07Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_513,com.example.p73.Class8210,Test Developer,1,7064,1766,8857,2088,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012241,2025-05-06T15:29:19Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_430,com.example.p70.Class6889,Test Developer,1,6459,1690,8174,1988,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012242,2025-05-15T10:05:46Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_705,com.example.p25.Class9294,Test Developer,1,7394,1771,9193,2124,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012243,2025-05-03T15:31:34Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_356,com.example.p36.Class5701,Test Developer,1,6878,1847,8752,2552,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012244,2025-05-12T22:11:02Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_860,com.example.p20.Class5761,Test Developer,1,6784,1728,8538,1946,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012245,2025-05-20T01:22:53Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_779,com.example.p59.Class4474,Test Developer,1,6432,1613,8070,1849,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012246,2025-05-03T08:41:50Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_273,com.example.p33.Class2377,Test Developer,1,6999,1908,8935,2403,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012247,2025-05-15T14:12:18Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_544,com.example.p24.Class6704,Test Developer,1,7062,1723,8812,2252,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012248,2025-05-25T19:16:01Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_744,com.example.p64.Class9917,Test Developer,1,6776,1471,8273,1376,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012249,2025-05-16T04:17:02Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_287,com.example.p47.Class0607,Test Developer,1,7354,1626,9008,1856,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012250,2025-06-08T12:07:42Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_179,com.example.p59.Class2868,Test Developer,1,7088,1716,8831,1982,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012251,2025-05-21T16:10:20Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_684,com.example.p4.Class2951,Test Developer,1,7360,1672,9060,2014,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012252,2025-06-01T02:07:38Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_927,com.example.p7.Class2840,Test Developer,1,7322,1893,9244,2460,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012253,2025-05-21T03:32:21Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_772,com.example.p52.Class6355,Test Developer,1,7102,1581,8710,1555,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012254,2025-04-30T05:58:59Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_403,com.example.p43.Class2453,Test Developer,1,7006,1987,9021,2378,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012255,2025-05-29T14:40:14Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_899,com.example.p19.Class8397,Test Developer,1,6529,1730,8284,2127,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012256,2025-04-29T12:09:32Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_034,com.example.p74.Class0556,Test Developer,1,7119,1799,8946,2238,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012257,2025-05-26T11:27:29Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_050,com.example.p50.Class2808,Test Developer,1,6880,1667,8573,1535,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012258,2025-05-19T23:36:39Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_936,com.example.p56.Class0990,Test Developer,1,6925,1847,8799,1999,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012259,2025-05-12T11:32:33Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_546,com.example.p66.Class0743,Test Developer,1,7225,1672,8924,2161,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012260,2025-04-29T07:54:55Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_824,com.example.p24.Class9194,Test Developer,1,6834,1753,8613,1705,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012261,2025-05-16T09:20:08Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_325,com.example.p45.Class7208,Test Developer,1,6512,1926,8464,2583,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012262,2025-05-13T09:54:55Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_673,com.example.p73.Class6770,Test Developer,1,6596,1573,8194,1338,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012263,2025-05-01T02:12:53Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_354,com.example.p34.Class9676,Test Developer,1,6390,1782,8197,1341,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012264,2025-05-22T00:18:04Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_099,com.example.p19.Class9599,Test Developer,1,6977,1798,8802,2271,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012265,2025-06-02T05:04:56Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_415,com.example.p55.Class2647,Test Developer,1,7138,1896,9062,2195,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012266,2025-05-02T01:05:31Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_266,com.example.p26.Class6259,Test Developer,1,7104,1735,8866,2538,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012267,2025-05-26T19:41:03Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_520,com.example.p40.Class4322,Test Developer,1,6945,1839,8811,2476,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012268,2025-05-06T19:10:56Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_728,com.example.p8.Class3660,Test Developer,1,6282,1580,7886,1744,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012269,2025-05-10T17:16:51Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_818,com.example.p18.Class9092,Test Developer,1,6951,1880,8858,2134,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012270,2025-05-23T06:14:26Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_132,com.example.p12.Class0118,Test Developer,1,6741,1626,8393,1930,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012271,2025-06-07T21:21:13Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_581,com.example.p61.Class1309,Test Developer,1,6721,1861,8609,2166,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012272,2025-05-08T16:00:16Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_348,com.example.p28.Class5578,Test Developer,1,6504,1672,8201,1337,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012273,2025-05-21T02:16:15Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_365,com.example.p45.Class3849,Test Developer,1,7280,1882,9190,2743,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012274,2025-05-23T05:42:34Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_073,com.example.p73.Class1170,Test Developer,1,7101,1777,8905,2140,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012275,2025-05-01T18:10:58Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_381,com.example.p21.Class2098,Test Developer,1,7144,1738,8909,2150,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012276,2025-05-12T14:29:31Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_939,com.example.p59.Class1032,Test Developer,1,6393,1664,8082,1701,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012277,2025-06-04T07:49:02Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_267,com.example.p27.Class6284,Test Developer,1,6668,1588,8282,1231,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012278,2025-06-07T21:09:31Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_007,com.example.p7.Class2114,Test Developer,1,7017,1782,8826,1634,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012279,2025-05-16T09:19:00Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_057,com.example.p57.Class4920,Test Developer,1,7224,1733,8984,1529,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012280,2025-05-12T04:27:28Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_217,com.example.p57.Class3478,Test Developer,1,6957,1848,8832,2684,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012281,2025-04-30T07:07:25Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_358,com.example.p78.Class3739,Test Developer,1,6430,1626,8081,2126,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012282,2025-06-01T02:28:26Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_077,com.example.p77.Class9238,Test Developer,1,7156,1793,8977,2359,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012283,2025-04-30T01:34:24Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_794,com.example.p74.Class6714,Test Developer,1,6884,1762,8672,1911,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012284,2025-05-10T16:19:34Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_747,com.example.p27.Class3960,Test Developer,1,6989,1978,8995,2057,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012285,2025-05-17T22:51:18Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_584,com.example.p64.Class9351,Test Developer,1,6609,1768,8402,2066,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012286,2025-05-12T05:54:18Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_187,com.example.p27.Class1001,Test Developer,1,7299,2033,9360,1889,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012287,2025-05-08T20:31:21Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_292,com.example.p52.Class6686,Test Developer,1,6525,1818,8369,1815,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012288,2025-05-07T17:58:06Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_394,com.example.p34.Class8311,Test Developer,1,6987,1903,8918,1227,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012289,2025-06-07T18:06:34Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_765,com.example.p45.Class4255,Test Developer,1,6855,1746,8627,2103,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012290,2025-05-05T22:23:14Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_533,com.example.p13.Class6542,Test Developer,1,7138,1957,9123,2506,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012291,2025-05-13T17:05:32Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_088,com.example.p8.Class1412,Test Developer,1,6527,1696,8248,1775,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012292,2025-05-05T14:41:48Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_885,com.example.p45.Class4165,Test Developer,1,6436,1666,8127,1728,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012293,2025-05-20T07:21:11Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_214,com.example.p54.Class9429,Test Developer,1,6546,1694,8265,2269,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012294,2025-05-25T20:26:11Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_388,com.example.p68.Class6222,Test Developer,1,6907,1907,8841,1875,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012295,2025-05-05T22:04:30Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_485,com.example.p5.Class3765,Test Developer,1,6530,1757,8312,2263,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012296,2025-05-12T17:55:45Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_160,com.example.p0.Class2569,Test Developer,1,6949,1703,8678,1905,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012297,2025-05-25T15:52:04Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_790,com.example.p70.Class4646,Test Developer,1,6896,1702,8624,1651,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012298,2025-05-13T03:42:51Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_024,com.example.p24.Class2392,Test Developer,1,6778,1681,8485,2328,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012299,2025-05-28T10:57:28Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_981,com.example.p21.Class9711,Test Developer,1,5870,1733,7626,2198,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012300,2025-05-14T11:07:43Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_653,com.example.p13.Class4456,Test Developer,1,6942,1639,8607,1954,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012301,2025-05-25T22:12:15Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_660,com.example.p60.Class2560,Test Developer,1,6791,1490,8307,2210,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012302,2025-05-16T05:24:38Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_613,com.example.p13.Class7815,Test Developer,1,7198,1934,9160,2130,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012303,2025-05-14T09:17:21Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_761,com.example.p41.Class6177,Test Developer,1,6905,1558,8489,2158,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012304,2025-06-02T12:14:26Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_261,com.example.p61.Class0191,Test Developer,1,6199,1705,7928,2612,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012305,2025-05-20T23:58:01Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_304,com.example.p24.Class2868,Test Developer,1,6950,1679,8655,1817,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012306,2025-05-07T01:13:50Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_820,com.example.p60.Class5131,Test Developer,1,6690,1907,8624,2640,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012307,2025-06-04T21:42:36Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_594,com.example.p34.Class3513,Test Developer,1,7075,1779,8881,1859,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012308,2025-05-28T21:09:57Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_236,com.example.p36.Class1791,Test Developer,1,6191,1735,7950,2297,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012309,2025-05-15T13:39:06Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_328,com.example.p8.Class1249,Test Developer,1,6684,1950,8661,2701,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012310,2025-04-29T07:18:51Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_445,com.example.p5.Class3124,Test Developer,1,6395,1860,8281,2108,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012311,2025-05-29T16:21:54Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_009,com.example.p49.Class4151,Test Developer,1,6778,1946,8751,2462,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012312,2025-05-12T15:39:30Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_812,com.example.p12.Class6995,Test Developer,1,6399,1732,8156,2120,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012313,2025-05-08T22:33:22Z,llama3.1:70b,local,self-hosted,vLLM-awq4,few-shot,generation,repo_587,com.example.p67.Class5404,Test Developer,1,7288,1674,8989,2116,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012386,2025-05-06T02:10:53Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_831,com.example.p31.Class1303,IR Agent,1,2929,1184,4131,1213,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012387,2025-05-02T01:10:30Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_616,com.example.p56.Class9858,IR Agent,1,2909,1008,3935,1181,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012388,2025-05-09T13:53:18Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_067,com.example.p67.Class5076,IR Agent,1,2970,1079,4068,1239,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012389,2025-05-13T08:16:34Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_629,com.example.p69.Class6079,IR Agent,1,2649,988,3654,1401,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012390,2025-06-04T18:23:36Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_804,com.example.p4.Class6879,IR Agent,1,3018,1077,4114,1155,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012391,2025-05-14T15:48:02Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_238,com.example.p38.Class3817,IR Agent,1,2808,1167,3993,1549,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012392,2025-06-06T21:10:01Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_536,com.example.p16.Class6580,IR Agent,1,2860,1092,3970,1231,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012393,2025-06-10T15:51:43Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_578,com.example.p58.Class7263,IR Agent,1,2985,970,3973,1211,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012394,2025-06-08T18:40:46Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_546,com.example.p26.Class0746,IR Agent,1,3018,1166,4203,1555,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012395,2025-04-30T06:06:06Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_744,com.example.p64.Class1914,IR Agent,1,3068,1106,4193,1590,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012396,2025-05-26T18:30:59Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_434,com.example.p74.Class2945,IR Agent,1,2932,1116,4066,1168,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012397,2025-06-14T12:43:36Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_738,com.example.p58.Class3812,IR Agent,1,3081,992,4092,983,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012398,2025-05-14T17:36:11Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_040,com.example.p40.Class6653,IR Agent,1,3079,875,3972,1274,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012399,2025-06-02T05:04:44Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_297,com.example.p57.Class0766,IR Agent,1,2876,1082,3976,1420,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012400,2025-06-04T23:25:00Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_457,com.example.p57.Class7326,IR Agent,1,2900,1036,3954,1245,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012401,2025-05-26T02:17:39Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_063,com.example.p23.Class5014,IR Agent,1,2808,1127,3953,1347,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012402,2025-05-09T14:44:38Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_803,com.example.p3.Class6860,IR Agent,1,3095,1143,4257,1721,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012403,2025-06-03T03:33:26Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_803,com.example.p43.Class8863,IR Agent,1,3062,1090,4171,1475,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012404,2025-05-25T18:17:26Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_814,com.example.p14.Class7027,IR Agent,1,2853,971,3841,1245,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012405,2025-06-02T07:16:28Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_068,com.example.p68.Class1097,IR Agent,1,2909,1175,4102,1393,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012406,2025-05-07T18:58:59Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_305,com.example.p65.Class6893,IR Agent,1,3122,1057,4198,1431,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012407,2025-05-16T09:57:17Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_639,com.example.p79.Class8225,IR Agent,1,2986,1031,4036,1302,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012408,2025-05-16T08:17:09Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_724,com.example.p44.Class1595,IR Agent,1,2843,1087,3948,1266,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012409,2025-05-26T21:28:05Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_724,com.example.p4.Class5598,IR Agent,1,2948,1210,4178,1559,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012410,2025-05-29T13:21:43Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_169,com.example.p9.Class6708,IR Agent,1,2955,963,3936,1309,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012411,2025-05-18T18:24:19Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_093,com.example.p53.Class9496,IR Agent,1,2878,1085,3981,1359,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012412,2025-05-17T08:27:24Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_416,com.example.p56.Class6659,IR Agent,1,2811,1012,3841,1136,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012413,2025-05-01T22:57:48Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_076,com.example.p36.Class5219,IR Agent,1,2800,970,3787,807,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012414,2025-05-03T03:51:37Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_099,com.example.p19.Class3591,IR Agent,1,2999,1069,4087,1498,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012415,2025-05-05T19:01:26Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_225,com.example.p25.Class1611,IR Agent,1,2917,1161,4096,1725,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012416,2025-05-29T12:35:37Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_592,com.example.p72.Class9474,IR Agent,1,2924,1083,4025,1456,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012417,2025-05-05T22:52:00Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_560,com.example.p40.Class0960,IR Agent,1,2816,1134,3968,1621,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012418,2025-05-16T09:09:58Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_771,com.example.p51.Class4342,IR Agent,1,3055,1056,4130,1117,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012419,2025-05-22T18:48:03Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_999,com.example.p39.Class7999,IR Agent,1,2922,1253,4194,1282,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012420,2025-05-13T09:41:04Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_921,com.example.p41.Class4739,IR Agent,1,2944,1072,4035,1465,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012421,2025-05-11T23:15:10Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_377,com.example.p57.Class8037,IR Agent,1,3302,1140,4462,1406,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012422,2025-05-19T02:38:48Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_085,com.example.p45.Class9362,IR Agent,1,2876,1040,3934,1113,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012423,2025-05-26T15:58:46Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_891,com.example.p11.Class6257,IR Agent,1,2993,1109,4121,893,local,0,0.0,0.0,0.0,0.0,0.0,,,,
c00012424,2025-05-06T21:11:35Z,llama3.1:70b,local,self-hosted,vLLM-awq4,pseudo-code,generation,repo_417,com.example.p17.Class4675,IR Agent,1,2586,1048,3651,1591,local,0,0.0,0.0,0.0,0.0,0.0,,,,
